user_id,book_id,svd_score,knn_score,cb_score,adaptive_score,pop_score,boosted_score,rank
U0010,B0170,0.0,1.0,0.7105263157894738,0.7421052631578947,0.04395604395604396,1.0,1
U0010,B0240,0.0,0.4458808320601716,0.05263157894736841,0.2780548150255766,0.0989010989010989,0.355766344974229,2
U0010,B0259,0.0,0.453989893054413,0.0,0.2723939358326478,0.04395604395604396,0.33399140155375434,3
U0010,BOK_056,1.0,0.0,0.0,0.2,0.26373626373626374,0.2863365782593175,4
U0010,B0090,0.0,0.0,0.7105263157894738,0.14210526315789476,0.02197802197802198,0.14375440187556085,5
U0010,B0093,0.0,0.0,0.7105263157894738,0.14210526315789476,0.02197802197802198,0.14375440187556085,6
U0010,BOK_009,0.4986039239510798,0.0,0.0,0.09972078479021595,0.13186813186813187,0.11115365451373471,7
U0010,BOK_094,0.3389920307010919,0.0,0.0,0.06779840614021838,0.16483516483516483,0.07413957451009848,8
U0010,B0269,0.0,0.20719238453402275,1.0,0.3243154307204137,0.04395604395604396,0.407611431618497,9
U0010,B0094,0.0,0.36831590081090604,0.0,0.22098954048654362,0.16483516483516483,0.29135088440414175,10
U0012,B0038,0.0,1.0,0.08658008658008658,0.6173160173160173,0.14285714285714285,1.0,1
U0012,B0031,0.0,0.6717857330048745,0.0404040404040404,0.4111522478837328,0.1978021978021978,0.6750169051794648,2
U0012,B0106,0.0,0.24825724618690706,0.5454545454545455,0.25804525680305335,0.0989010989010989,0.3928881349368281,3
U0012,B0111,0.0,0.32829288746789664,0.24242424242424246,0.24546058096558648,0.04395604395604396,0.3560326732415412,4
U0012,BOK_056,1.0,0.0,0.0,0.2,0.26373626373626374,0.3449899663240024,5
U0012,B0172,0.0,0.16001886891346506,0.5454545454545455,0.20510223043898815,0.054945054945054944,0.2924824318695292,6
U0012,BOK_117,0.5560511389138333,0.0,0.0,0.11121022778276667,0.14285714285714285,0.16283478905102444,7
U0012,B0006,0.0,0.0,0.5454545454545455,0.10909090909090911,0.054945054945054944,0.13366714116917708,8
U0012,BOK_295,0.12957486035876967,0.0,0.0,0.025914972071753934,0.16483516483516483,0.02816077769851159,9
U0012,B0169,0.0,0.0,0.0404040404040404,0.00808080808080808,0.1978021978021978,0.00828399299262757,10
U0020,B0210,0.0,1.0,0.0,0.6,0.04395604395604396,1.0,1
U0020,B0179,0.0,0.48301359946222655,0.0,0.2898081596773359,0.08791208791208792,0.45148733435097665,2
U0020,BOK_056,0.9834777454402923,0.0,0.09589041095890413,0.2158736312798393,0.26373626373626374,0.3736693081318032,3
U0020,BOK_110,1.0,0.0,0.0,0.2,0.18681318681318682,0.3202602552874393,4
U0020,B0002,0.0,0.35694710171156724,0.0,0.21416826102694034,0.06593406593406594,0.307268409721673,5
U0020,B0035,0.0,0.1271523863695124,0.38356164383561653,0.15300376058883075,0.06593406593406594,0.19633708488581303,6
U0020,B0266,0.0,0.18791044004343552,0.0,0.1127462640260613,0.02197802197802198,0.10925542784618827,7
U0020,B0231,0.0,0.0,0.38356164383561653,0.0767123287671233,0.04395604395604396,0.050936503619891126,8
U0020,B0208,0.0,0.0,0.2808219178082192,0.05616438356164384,0.01098901098901099,0.003118288319346987,9
U0020,B0041,0.0,0.44960959718703136,0.0,0.26976575831221883,0.03296703296703297,0.3975517852983361,10
U0021,B0252,0.0,1.0,0.0,0.6,0.07692307692307693,1.0,1
U0021,B0286,0.0,0.820221550855992,0.0,0.4921329305135952,0.10989010989010989,0.8166004222868631,2
U0021,B0298,0.0,0.6222759315206446,0.0,0.37336555891238676,0.10989010989010989,0.6031558081290223,3
U0021,B0202,0.0,0.35013091641490435,0.0,0.21007854984894261,0.054945054945054944,0.2922763901211829,4
U0021,B0110,0.0,0.0,0.6428571428571429,0.1285714285714286,0.07692307692307693,0.15276486988847585,5
U0021,B0103,0.0,0.10972809667673715,0.0,0.06583685800604229,0.08791208791208792,0.043505598670245595,6
U0021,BOK_094,1.0,0.0,0.0,0.2,0.16483516483516483,0.3090148698884759,7
U0021,B0284,0.0,0.0,1.0,0.2,0.03296703296703297,0.26719330855018597,8
U0021,B0010,0.0,0.2961933534743202,0.0,0.17771601208459212,0.07692307692307693,0.24108581632767656,9
U0021,BOK_117,0.6400298102747269,0.0,0.0,0.12800596205494538,0.14285714285714285,0.17265941368378313,10
U0029,B0276,0.0,1.0,0.3552631578947369,0.6710526315789473,0.18681318681318682,1.0,1
U0029,B0123,0.0,0.36076864699228195,1.0,0.41646118819536915,0.07692307692307693,0.5883405179087217,2
U0029,B0139,0.0,0.4233715652161461,0.16666666666666666,0.287356272463021,0.08791208791208792,0.3972746434019989,3
U0029,BOK_295,1.0,0.0,0.0,0.2,0.16483516483516483,0.28641809505402943,4
U0029,B0136,0.0,0.18203817460658392,0.4736842105263158,0.20395974686921353,0.13186813186813187,0.2836265110401706,5
U0029,B0094,0.0,0.3019745979924682,0.0,0.1811847587954809,0.16483516483516483,0.25814827762192394,6
U0029,BOK_110,0.7727764613525503,0.0,0.0,0.15455529227051007,0.18681318681318682,0.22396501178465977,7
U0029,B0099,0.0,0.0,0.2982456140350877,0.05964912280701754,0.0989010989010989,0.05805934465350839,8
U0029,B0169,0.0,0.0,0.11027568922305765,0.022055137844611532,0.1978021978021978,0.027797806024100466,9
U0029,B0255,0.0,0.0,0.2105263157894737,0.04210526315789474,0.0,0.005476513453985372,10
U0034,B0188,0.0,1.0,0.0,0.6,0.10989010989010989,1.0,1
U0034,B0082,0.0,0.6118732851085057,0.0,0.3671239710651034,0.04395604395604396,0.5662091246631059,2
U0034,B0161,0.0,0.45223247692691443,0.4444444444444445,0.3602283750450376,0.02197802197802198,0.5470947092736953,3
U0034,BOK_056,0.9047444380481582,0.0,0.0,0.18094888760963165,0.26373626373626374,0.30472205128216173,4
U0034,B0021,0.0,0.0,1.0,0.2,0.04395604395604396,0.26971236344484273,5
U0034,B0059,0.0,0.24070840608630586,0.0,0.14442504365178352,0.15384615384615385,0.2055203812624809,6
U0034,BOK_117,0.5861597627041717,0.0,0.0,0.11723195254083435,0.14285714285714285,0.15383634727391346,7
U0034,BOK_094,0.43767493265817303,0.0,0.0,0.0875349865316346,0.16483516483516483,0.10803143327442893,8
U0034,BOK_295,1.0,0.0,0.0,0.2,0.16483516483516483,0.30755704310300885,9
U0034,B0202,0.0,0.0,1.0,0.2,0.054945054945054944,0.2731527888683124,10
U0038,B0130,0.0,1.0,0.012096774193548383,0.6024193548387097,0.12087912087912088,1.0,1
U0038,B0252,0.0,0.4328915166347622,0.4354838709677419,0.3468316841744057,0.07692307692307693,0.5438216451775285,2
U0038,B0117,0.0,0.0,1.0,0.2,0.03296703296703297,0.2760356982570777,3
U0038,BOK_295,0.7520674330289309,0.0,0.0,0.15041348660578618,0.16483516483516483,0.23045042102139662,4
U0038,B0270,0.0,0.0,0.5564516129032258,0.11129032258064515,0.07692307692307693,0.13580544576315723,5
U0038,BOK_056,0.3803728522087728,0.0,0.0,0.07607457044175457,0.26373626373626374,0.13191010507291354,6
U0038,B0298,0.0,0.0,0.29032258064516125,0.058064516129032254,0.10989010989010989,0.05368283888375669,7
U0038,B0237,0.0,0.04182316024134336,0.11751152073732718,0.04859620029227145,0.12087912087912088,0.04064060283626361,8
U0038,BOK_094,1.0,0.0,0.0,0.2,0.16483516483516483,0.31634659059611175,9
U0038,BOK_167,0.9264637839436491,0.0,0.0,0.18529275678872983,0.10989010989010989,0.2740737836456295,10
U0046,B0288,0.0,1.0,1.0,0.8,0.07692307692307693,1.0,1
U0046,B0109,0.0,0.265950148639378,0.3243243243243244,0.22443495404849167,0.07692307692307693,0.235094922145641,2
U0046,BOK_110,1.0,0.0,0.0,0.2,0.18681318681318682,0.22839351387495826,3
U0046,B0145,0.0,0.08059194407239226,0.8198198198198199,0.21231913040739933,0.08791208791208792,0.22157060778142604,4
U0046,BOK_117,0.9701266982526231,0.0,0.0,0.19402533965052463,0.14285714285714285,0.21014470300383514,5
U0046,BOK_056,0.8023586824405439,0.0,0.0,0.16047173648810878,0.26373626373626374,0.1939021166472301,6
U0046,B0129,0.0,0.0,1.0,0.2,0.02197802197802198,0.1897358742895353,7
U0046,B0166,0.0,0.18891901603998565,0.2837837837837838,0.17010816638074816,0.04395604395604396,0.15516506314006012,8
U0046,B0067,0.0,0.0,0.3243243243243244,0.06486486486486488,0.07692307692307693,0.023032059140384132,9
U0046,BOK_094,0.21326829013782395,0.0,0.0,0.042653658027564795,0.16483516483516483,0.014131578342429642,10
U0052,B0233,0.0,1.0,0.16666666666666666,0.6333333333333333,0.14285714285714285,1.0,1
U0052,B0154,0.0,0.9222064188980273,0.0476190476190476,0.5628476608626258,0.0989010989010989,0.8685122026872375,2
U0052,B0276,0.0,0.0,1.0,0.2,0.18681318681318682,0.2848130549710521,3
U0052,B0019,0.0,0.0,1.0,0.2,0.10989010989010989,0.2620006517829483,4
U0052,B0099,0.0,0.21195349700080385,0.0,0.1271720982004823,0.0989010989010989,0.13635345021448267,5
U0052,BOK_094,0.48130234964623203,0.0,0.0,0.09626046992924642,0.16483516483516483,0.10395952381521123,6
U0052,B0169,0.0,0.09878795374435716,0.11111111111111112,0.08149499446883651,0.1978021978021978,0.08892268421795428,7
U0052,B0111,0.0,0.0,0.4444444444444445,0.0888888888888889,0.04395604395604396,0.055723418722264065,8
U0052,B0076,0.0,0.0,0.33333333333333337,0.06666666666666668,0.04395604395604396,0.01837866979951642,9
U0052,B0136,0.0,0.4163007853565024,0.0,0.24978047121390143,0.13186813186813187,0.35217524520852833,10
U0060,B0031,0.0,1.0,0.0404040404040404,0.6080808080808081,0.1978021978021978,1.0,1
U0060,B0185,0.0,0.6014624072825354,0.0,0.36087744436952124,0.08791208791208792,0.5679499785987852,2
U0060,B0019,0.0,0.13519892110586648,1.0,0.2811193526635199,0.10989010989010989,0.44497805587216527,3
U0060,BOK_056,0.9772535988604576,0.0,0.0,0.19545071977209152,0.26373626373626374,0.35014056816575945,4
U0060,B0233,0.0,0.07139244774106542,0.8686868686868686,0.216572842382013,0.14285714285714285,0.34980106969669084,5
U0060,BOK_117,1.0,0.0,0.0,0.2,0.14285714285714285,0.32294281227646165,6
U0060,B0076,0.0,0.27969066082265676,0.060606060606060615,0.17993560861480618,0.04395604395604396,0.2621412092147895,7
U0060,B0069,0.0,0.0,0.5454545454545455,0.10909090909090911,0.0989010989010989,0.16304278815019238,8
U0060,B0015,0.0,0.0,0.4444444444444444,0.08888888888888889,0.06593406593406594,0.12087472540496154,9
U0060,B0169,0.0,0.0,0.21356421356421357,0.042712842712842716,0.1978021978021978,0.0837541321526981,10
U0064,B0173,0.0,1.0,0.0,0.6,0.06593406593406594,1.0,1
U0064,B0252,0.0,0.923403367190761,0.0,0.5540420203144566,0.07692307692307693,0.9236971091788635,2
U0064,B0024,0.0,0.6874217336858216,0.26966292134831465,0.46638562448115584,0.054945054945054944,0.765028895919142,3
U0064,B0059,0.0,0.35703353276749694,0.0,0.21422011966049817,0.15384615384615385,0.3581741944109578,4
U0064,B0178,0.0,0.0,1.0,0.2,0.04395604395604396,0.29990968788549754,5
U0064,B0042,0.0,0.0,0.6067415730337079,0.12134831460674159,0.13186813186813187,0.19046549570874038,6
U0064,B0143,0.0,0.0,0.6067415730337079,0.12134831460674159,0.03296703296703297,0.16021191307895233,7
U0064,B0199,0.0,0.0,0.49438202247191015,0.09887640449438204,0.04395604395604396,0.12462020350990914,8
U0064,B0198,0.0,0.0,0.14232209737827717,0.028464419475655436,0.054945054945054944,0.005928293940586969,9
U0064,B0017,0.0,0.641227215806317,0.3258426966292135,0.44990486880963293,0.08791208791208792,0.7465453810650118,10
U0065,B0238,0.0,1.0,0.0,0.6,0.14285714285714285,1.0,1
U0065,B0186,0.0,0.6092304758272148,0.0,0.3655382854963289,0.0989010989010989,0.5717501522521508,2
U0065,B0267,0.0,0.4222370554019262,0.0,0.2533422332411557,0.054945054945054944,0.35966965536981915,3
U0065,B0025,0.0,0.4183274530370935,0.0,0.2509964718222561,0.01098901098901099,0.3418077610433114,4
U0065,BOK_056,1.0,0.0,0.0,0.2,0.26373626373626374,0.33050295031450266,5
U0065,B0085,0.0,0.0,1.0,0.2,0.13186813186813187,0.2893593965612116,6
U0065,B0104,0.0,0.0,1.0,0.2,0.10989010989010989,0.2825021376023298,7
U0065,BOK_094,0.8936032536228812,0.0,0.0,0.17872065072457624,0.16483516483516483,0.2620227584854272,8
U0065,B0069,0.0,0.0,0.4444444444444445,0.0888888888888889,0.0989010989010989,0.08262573757862571,9
U0065,BOK_294,1.0,0.0,0.0,0.2,0.12087912087912088,0.2859307670817707,10
U0066,B0156,0.0,1.0,0.0058479532163742635,0.6011695906432748,0.06593406593406594,1.0,1
U0066,BOK_295,0.619736216337283,0.0,0.5321637426900585,0.2303799918054683,0.16483516483516483,0.3744951348654652,2
U0066,BOK_056,1.0,0.0,0.022556390977443604,0.20451127819548873,0.26373626373626374,0.35959719524975214,3
U0066,B0264,0.0,0.3299251415008216,0.07894736842105263,0.21374455858470345,0.04395604395604396,0.30728279644093914,4
U0066,BOK_009,0.6008801271022686,0.0,0.0,0.12017602542045372,0.13186813186813187,0.16910415048865352,5
U0066,B0163,0.0,0.17701296330107721,0.0,0.10620777798064633,0.03296703296703297,0.11347947071425195,6
U0066,B0100,0.0,0.0,0.4736842105263158,0.09473684210526317,0.03296703296703297,0.09317268968803245,7
U0066,B0280,0.0,0.0,0.38596491228070173,0.07719298245614035,0.06593406593406594,0.07241411155025493,8
U0066,B0189,0.0,0.0,0.2105263157894737,0.04210526315789474,0.03296703296703297,0.0,9
U0066,B0043,0.0,0.8182399123607814,0.0,0.49094394741646885,0.03296703296703297,0.7945706415197691,10
U0067,B0161,0.0,1.0,0.0,0.6,0.02197802197802198,1.0,1
U0067,B0215,0.0,0.4356160577858034,0.4285714285714286,0.3470839203857678,0.02197802197802198,0.5307493701568514,2
U0067,B0160,0.0,0.4356160577858034,0.0,0.26136963467148205,0.10989010989010989,0.4005023085113729,3
U0067,BOK_056,1.0,0.0,0.0,0.2,0.26373626373626374,0.33701127368673545,4
U0067,B0109,0.0,0.0,1.0,0.2,0.07692307692307693,0.2758455265051571,5
U0067,B0058,0.0,0.0,0.9829931972789117,0.19659863945578235,0.04395604395604396,0.2587408194268353,6
U0067,B0051,0.0,0.0,0.9702380952380952,0.19404761904761905,0.02197802197802198,0.24681178540017587,7
U0067,B0021,0.0,0.0,0.6428571428571429,0.1285714285714286,0.04395604395604396,0.13252578556008637,8
U0067,BOK_006,0.0,0.0,0.6428571428571429,0.1285714285714286,0.03296703296703297,0.12892780043175822,9
U0067,B0153,0.0,0.1396027226003609,0.0,0.08376163356021654,0.054945054945054944,0.05298542470335209,10
U0069,B0004,0.0,1.0,0.04761904761904761,0.6095238095238095,0.08791208791208792,1.0,1
U0069,B0226,0.0,0.44989815362375973,0.07142857142857144,0.2842246064599701,0.06593406593406594,0.44402299970184195,2
U0069,B0168,0.0,0.3565937315198108,0.0,0.21395623891188645,0.10989010989010989,0.33844199169883726,3
U0069,BOK_164,0.0,0.0,0.6428571428571429,0.1285714285714286,0.0,0.16147463425285688,4
U0069,B0029,0.0,0.0,0.40476190476190477,0.08095238095238096,0.03296703296703297,0.09087269815852683,5
U0069,B0068,0.0,0.0,0.37500000000000006,0.07500000000000001,0.06593406593406594,0.09064524346750129,6
U0069,B0070,0.0,0.0,0.29365079365079366,0.05873015873015874,0.04395604395604396,0.056614988960865684,7
U0069,B0090,0.0,0.0,0.28571428571428575,0.057142857142857155,0.02197802197802198,0.047383361234442124,8
U0069,B0078,0.0,0.38892174255864376,0.0,0.23335304553518624,0.10989010989010989,0.371202956666715,9
U0069,B0242,0.0,0.0,1.0,0.2,0.02197802197802198,0.28866729747434317,10
U0072,B0211,0.0,1.0,0.13157894736842105,0.6263157894736842,0.10989010989010989,1.0,1
U0072,B0172,0.0,0.7883664337860115,0.4005847953216375,0.5531368193359344,0.054945054945054944,0.864889903550381,2
U0072,B0142,0.0,0.6188672580265328,0.6491228070175438,0.5011449162194284,0.08791208791208792,0.7896128273559798,3
U0072,B0123,0.0,0.16526022450741823,1.0,0.29915613470445096,0.07692307692307693,0.4571521055852172,4
U0072,B0136,0.0,0.25993013580343827,0.5263157894736842,0.26122123937679975,0.13186813186813187,0.4111149710750946,5
U0072,BOK_295,0.7322115735524909,0.0,0.0,0.14644231471049818,0.16483516483516483,0.23347717647425256,6
U0072,BOK_117,0.4350864146316676,0.0,0.0,0.08701728292633353,0.14285714285714285,0.13027444097983037,7
U0072,B0094,0.0,0.0,0.2105263157894737,0.04210526315789474,0.16483516483516483,0.06337808131548346,8
U0072,B0130,0.0,0.0,0.193609022556391,0.038721804511278206,0.12087912087912088,0.04521604567363247,9
U0072,B0169,0.0,0.0,0.09774436090225563,0.019548872180451128,0.1978021978021978,0.036089269173810876,10
U0078,B0240,0.0,1.0,0.0,0.6,0.0989010989010989,1.0,1
U0078,B0191,0.0,0.6665199207572089,0.0,0.3999119524543253,0.10989010989010989,0.6573610683484943,2
U0078,B0197,0.0,0.48750825445740703,0.3877551020408163,0.37005597308260746,0.04395604395604396,0.5856141328202917,3
U0078,B0022,0.0,0.48750825445740703,0.07936507936507936,0.3083779685474601,0.07692307692307693,0.4890205119522942,4
U0078,BOK_009,0.7517798809882277,0.0,0.0,0.15035597619764554,0.13186813186813187,0.23253552126877794,5
U0078,B0220,0.0,0.0,0.28571428571428575,0.057142857142857155,0.06593406593406594,0.05123141696784532,6
U0078,B0131,0.0,0.6784613691393353,0.28571428571428575,0.46421967862645835,0.03296703296703297,0.7450886875462547,7
