user_id,book_id,svd_score,knn_score,cb_score,hybrid_score,rank
U0001,B0029,0.0,0.0,1.0,0.8,1
U0001,B0162,0.0,0.0,1.0,0.8,2
U0001,B0188,0.0,0.0,1.0,0.8,3
U0001,B0283,0.0,0.0,0.5555555555555556,0.4444444444444445,4
U0001,B0080,0.0,0.0,0.4444444444444445,0.3555555555555556,5
U0001,B0183,0.0,0.0,0.4444444444444445,0.3555555555555556,6
U0001,B0073,0.0,0.0,0.25925925925925924,0.2074074074074074,7
U0001,B0137,0.0,0.0,0.25925925925925924,0.2074074074074074,8
U0001,B0144,0.0,0.0,0.25925925925925924,0.2074074074074074,9
U0001,B0068,0.0,0.0,0.16666666666666666,0.13333333333333333,10
U0002,BOK_266,0.0,0.0,1.0,0.8,1
U0002,BOK_297,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0002,B0138,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0002,B0039,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0002,B0233,0.0,1.0,0.0,0.1,5
U0002,BOK_295,1.0,0.0,0.0,0.1,6
U0002,BOK_257,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0002,BOK_294,0.8712619182808035,0.0,0.0,0.08712619182808035,8
U0002,BOK_056,0.8687364933616273,0.0,0.0,0.08687364933616273,9
U0002,BOK_094,0.8060554623634253,0.0,0.0,0.08060554623634253,10
U0003,B0037,0.0,0.0,1.0,0.8,1
U0003,B0115,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0003,B0168,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0003,B0259,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0003,B0092,0.0,0.3093926409576276,0.11111111111111112,0.11982815298465166,5
U0003,B0153,0.0,1.0,0.0,0.1,6
U0003,BOK_056,1.0,0.0,0.0,0.1,7
U0003,B0052,0.0,0.0,0.07407407407407406,0.05925925925925925,8
U0003,B0086,0.0,0.5762769502822552,0.0,0.057627695028225526,9
U0003,B0237,0.0,0.5762769502822552,0.0,0.057627695028225526,10
U0004,B0123,0.0,0.0,1.0,0.8,1
U0004,B0185,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0004,B0031,0.0,0.032678183818500815,0.25925925925925924,0.2106752257892575,3
U0004,BOK_127,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0004,B0238,0.0,1.0,0.012345679012345666,0.10987654320987654,5
U0004,BOK_238,1.0,0.0,0.0,0.1,6
U0004,BOK_295,0.9326886591058635,0.0,0.0,0.09326886591058636,7
U0004,BOK_009,0.0,0.0,0.11111111111111112,0.0888888888888889,8
U0004,BOK_110,0.8679510215163689,0.0,0.0,0.0867951021516369,9
U0004,BOK_117,0.7141909270683527,0.0,0.0,0.07141909270683527,10
U0005,B0019,0.0,0.0,1.0,0.8,1
U0005,B0111,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0005,B0015,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0005,B0233,0.0,0.6526344304483273,0.16666666666666666,0.19859677637816606,4
U0005,B0154,0.0,1.0,0.0476190476190476,0.1380952380952381,5
U0005,BOK_117,1.0,0.0,0.0,0.1,6
U0005,B0136,0.0,0.9125287823378029,0.0,0.0912528782337803,7
U0005,B0169,0.0,0.0,0.11111111111111112,0.0888888888888889,8
U0005,B0282,0.0,0.8114587566030068,0.0,0.08114587566030068,9
U0005,B0099,0.0,0.7533252065556006,0.0,0.07533252065556006,10
U0006,B0298,0.0,0.3365808014090708,1.0,0.8336580801409071,1
U0006,B0130,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0006,B0199,0.0,0.0,0.4444444444444445,0.3555555555555556,3
U0006,B0225,0.0,0.0,0.4444444444444445,0.3555555555555556,4
U0006,B0236,0.0,1.0,0.25925925925925924,0.3074074074074074,5
U0006,BOK_037,0.0,0.0,0.2698412698412698,0.21587301587301588,6
U0006,B0075,0.0,0.0,0.25925925925925924,0.2074074074074074,7
U0006,B0223,0.0,0.0,0.25925925925925924,0.2074074074074074,8
U0006,B0024,0.0,0.0,0.16666666666666666,0.13333333333333333,9
U0006,B0179,0.0,0.0,0.16666666666666666,0.13333333333333333,10
U0007,B0080,0.0,0.0,1.0,0.8,1
U0007,B0073,0.0,0.0,0.5833333333333333,0.4666666666666666,2
U0007,B0263,0.0,0.0,0.37499999999999994,0.3,3
U0007,B0192,0.0,0.0,0.25,0.2,4
U0007,B0209,0.0,0.10148959601228787,0.16666666666666663,0.1434822929345621,5
U0007,B0091,0.0,1.0,0.0,0.1,6
U0007,BOK_056,1.0,0.0,0.0,0.1,7
U0007,B0183,0.0,0.8953805135338783,0.0,0.08953805135338783,8
U0007,B0016,0.0,0.0,0.10714285714285711,0.08571428571428569,9
U0007,B0217,0.0,0.6513649800034775,0.0,0.06513649800034775,10
U0008,B0116,0.0,0.0,1.0,0.8,1
U0008,B0098,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0008,B0196,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0008,B0210,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0008,B0063,0.0,1.0,0.0,0.1,5
U0008,BOK_295,1.0,0.0,0.0,0.1,6
U0008,BOK_110,0.918010554782038,0.0,0.0,0.0918010554782038,7
U0008,B0008,0.0,0.0,0.11111111111111112,0.0888888888888889,8
U0008,BOK_094,0.8220746090489568,0.0,0.0,0.08220746090489568,9
U0008,BOK_117,0.7063450871053776,0.0,0.0,0.07063450871053777,10
U0009,B0060,0.0,0.0,1.0,0.8,1
U0009,BOK_266,0.0,0.0,1.0,0.8,2
U0009,B0149,0.0,0.0,0.4444444444444445,0.3555555555555556,3
U0009,BOK_297,0.0,0.0,0.4444444444444445,0.3555555555555556,4
U0009,B0138,0.0,0.0,0.25925925925925924,0.2074074074074074,5
U0009,B0141,0.0,0.0,0.25925925925925924,0.2074074074074074,6
U0009,B0039,0.0,0.0,0.16666666666666666,0.13333333333333333,7
U0009,B0294,0.0,0.0,0.16666666666666666,0.13333333333333333,8
U0009,B0233,0.0,1.0,0.0,0.1,9
U0009,BOK_056,1.0,0.0,0.0,0.1,10
U0010,B0170,0.0,1.0,0.7105263157894738,0.7421052631578947,1
U0010,B0269,0.0,0.20719238453402275,1.0,0.3243154307204137,2
U0010,B0240,0.0,0.4458808320601716,0.05263157894736841,0.2780548150255766,3
U0010,B0259,0.0,0.453989893054413,0.0,0.2723939358326478,4
U0010,B0094,0.0,0.36831590081090604,0.0,0.22098954048654362,5
U0010,BOK_056,1.0,0.0,0.0,0.2,6
U0010,B0023,0.0,0.0,0.7105263157894738,0.14210526315789476,7
U0010,B0090,0.0,0.0,0.7105263157894738,0.14210526315789476,8
U0010,B0093,0.0,0.0,0.7105263157894738,0.14210526315789476,9
U0010,B0097,0.0,0.0,0.7105263157894738,0.14210526315789476,10
U0011,B0099,0.0,0.0,1.0,0.8,1
U0011,B0111,0.0,0.0,1.0,0.8,2
U0011,B0185,0.0,0.06447231764799871,0.4444444444444445,0.3620027873203555,3
U0011,B0019,0.0,0.034013741311815865,0.4444444444444445,0.3589569296867372,4
U0011,B0031,0.0,1.0,0.25925925925925924,0.3074074074074074,5
U0011,BOK_210,0.0,0.0,0.27777777777777773,0.2222222222222222,6
U0011,B0233,0.0,0.0,0.25925925925925924,0.2074074074074074,7
U0011,B0015,0.0,0.0,0.16666666666666666,0.13333333333333333,8
U0011,B0032,0.0,0.4348885515698649,0.11111111111111112,0.1323777440458754,9
U0011,BOK_110,1.0,0.0,0.0,0.1,10
U0012,B0038,0.0,1.0,0.08658008658008658,0.6173160173160173,1
U0012,B0031,0.0,0.6717857330048745,0.0404040404040404,0.4111522478837328,2
U0012,B0106,0.0,0.24825724618690706,0.5454545454545455,0.25804525680305335,3
U0012,B0111,0.0,0.32829288746789664,0.24242424242424246,0.24546058096558648,4
U0012,B0123,0.0,0.37140311337072174,0.0,0.22284186802243303,5
U0012,B0172,0.0,0.16001886891346506,0.5454545454545455,0.20510223043898815,6
U0012,B0282,0.0,0.0,1.0,0.2,7
U0012,BOK_056,1.0,0.0,0.0,0.2,8
U0012,B0247,0.0,0.0,0.9494949494949494,0.1898989898989899,9
U0012,B0185,0.0,0.3067246711043556,0.0,0.18403480266261335,10
U0013,B0019,0.0,0.0,1.0,0.8,1
U0013,B0111,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0013,B0238,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0013,B0015,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0013,B0106,0.0,1.0,0.0,0.1,5
U0013,BOK_110,1.0,0.0,0.0,0.1,6
U0013,B0233,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0013,B0094,0.0,0.6193036954546786,0.0,0.06193036954546786,8
U0013,BOK_295,0.6071780139343567,0.0,0.0,0.06071780139343567,9
U0013,BOK_237,0.5991190525667862,0.0,0.0,0.059911905256678624,10
U0014,BOK_178,0.0,0.0,1.0,0.8,1
U0014,BOK_264,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0014,BOK_159,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0014,BOK_055,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0014,B0042,0.0,1.0,0.0,0.1,5
U0014,BOK_295,1.0,0.0,0.0,0.1,6
U0014,BOK_113,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0014,BOK_056,0.7794822658570864,0.0,0.0,0.07794822658570864,8
U0014,BOK_110,0.7171208067701559,0.0,0.0,0.0717120806770156,9
U0014,B0237,0.0,0.6203162965173281,0.0,0.06203162965173281,10
U0015,B0099,0.0,0.0,1.0,0.8,1
U0015,B0185,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0015,B0031,0.0,0.8022339164257336,0.25925925925925924,0.2876307990499808,3
U0015,B0032,0.0,0.47384404184953294,0.11111111111111112,0.1362732930738422,4
U0015,BOK_210,0.0,0.0,0.16666666666666666,0.13333333333333333,5
U0015,B0038,0.0,1.0,0.0,0.1,6
U0015,BOK_056,1.0,0.0,0.0,0.1,7
U0015,BOK_110,0.8286314070678996,0.0,0.0,0.08286314070678996,8
U0015,BOK_117,0.6781599381245061,0.0,0.0,0.06781599381245061,9
U0015,BOK_094,0.6697610138215591,0.0,0.0,0.06697610138215591,10
U0016,B0097,0.0,0.0,1.0,0.8,1
U0016,B0029,0.0,0.0,0.5833333333333333,0.4666666666666666,2
U0016,B0283,0.0,0.0,0.37499999999999994,0.3,3
U0016,B0137,0.0,0.0,0.25,0.2,4
U0016,BOK_283,0.0,0.0,0.16666666666666663,0.1333333333333333,5
U0016,B0006,0.0,1.0,0.0,0.1,6
U0016,BOK_295,1.0,0.0,0.0,0.1,7
U0016,BOK_094,0.9593091250758697,0.0,0.0,0.09593091250758698,8
U0016,B0092,0.0,0.0,0.10714285714285711,0.08571428571428569,9
U0016,BOK_167,0.8028562414165477,0.0,0.0,0.08028562414165477,10
U0017,B0081,0.0,0.0,1.0,0.8,1
U0017,B0163,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0017,B0096,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0017,B0067,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0017,B0141,0.0,1.0,0.0,0.1,5
U0017,BOK_056,1.0,0.0,0.0,0.1,6
U0017,BOK_117,0.9380568170055457,0.0,0.0,0.09380568170055457,7
U0017,B0128,0.0,0.0,0.11111111111111112,0.0888888888888889,8
U0017,BOK_238,0.8567564440144173,0.0,0.0,0.08567564440144174,9
U0017,B0064,0.0,0.8330803036356371,0.0,0.08330803036356371,10
U0018,B0060,0.0,0.0,1.0,0.8,1
U0018,B0213,0.0,0.11574043261231277,0.4444444444444445,0.3671295988167869,2
U0018,B0149,0.0,0.0,0.4444444444444445,0.3555555555555556,3
U0018,B0141,0.0,0.0,0.25925925925925924,0.2074074074074074,4
U0018,BOK_007,0.0,0.0,0.25925925925925924,0.2074074074074074,5
U0018,B0294,0.0,0.0,0.16666666666666666,0.13333333333333333,6
U0018,BOK_241,0.0,0.0,0.16666666666666666,0.13333333333333333,7
U0018,B0210,0.0,1.0,0.0,0.1,8
U0018,BOK_056,1.0,0.0,0.0,0.1,9
U0018,B0155,0.0,0.0,0.11111111111111112,0.0888888888888889,10
U0019,B0097,0.0,0.0,1.0,0.8,1
U0019,B0029,0.0,0.0,0.5833333333333333,0.4666666666666666,2
U0019,B0283,0.0,0.0,0.37499999999999994,0.3,3
U0019,B0137,0.0,0.0,0.25,0.2,4
U0019,BOK_283,0.0,0.0,0.16666666666666663,0.1333333333333333,5
U0019,B0006,0.0,1.0,0.0,0.1,6
U0019,BOK_294,1.0,0.0,0.0,0.1,7
U0019,B0092,0.0,0.0,0.10714285714285711,0.08571428571428569,8
U0019,BOK_056,0.6727237800293531,0.0,0.0,0.06727237800293531,9
U0019,BOK_094,0.655769691643118,0.0,0.0,0.06557696916431181,10
U0020,B0210,0.0,1.0,0.0,0.6,1
U0020,B0179,0.0,0.48301359946222655,0.0,0.2898081596773359,2
U0020,B0041,0.0,0.44960959718703136,0.0,0.26976575831221883,3
U0020,B0033,0.0,0.3834738094006929,0.0,0.23008428564041575,4
U0020,BOK_056,0.9834777454402923,0.0,0.09589041095890413,0.2158736312798393,5
U0020,B0002,0.0,0.35694710171156724,0.0,0.21416826102694034,6
U0020,B0243,0.0,0.0,1.0,0.2,7
U0020,BOK_110,1.0,0.0,0.0,0.2,8
U0020,B0093,0.0,0.0,0.9828767123287672,0.19657534246575345,9
U0020,B0118,0.0,0.0,0.8630136986301371,0.17260273972602744,10
U0021,B0252,0.0,1.0,0.0,0.6,1
U0021,B0286,0.0,0.820221550855992,0.0,0.4921329305135952,2
U0021,B0298,0.0,0.6222759315206446,0.0,0.37336555891238676,3
U0021,B0202,0.0,0.35013091641490435,0.0,0.21007854984894261,4
U0021,B0284,0.0,0.0,1.0,0.2,5
U0021,BOK_094,1.0,0.0,0.0,0.2,6
U0021,B0010,0.0,0.2961933534743202,0.0,0.17771601208459212,7
U0021,BOK_137,0.0,0.0,0.7142857142857143,0.14285714285714288,8
U0021,B0271,0.0,0.13450151057401816,0.28571428571428575,0.13784376348726804,9
U0021,B0080,0.0,0.0,0.6428571428571429,0.1285714285714286,10
U0022,B0288,0.0,0.32321981424148605,1.0,0.8323219814241487,1
U0022,B0089,0.0,0.0898561282097979,0.4444444444444445,0.36454116837653544,2
U0022,B0129,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0022,B0004,0.0,0.28100528136951375,0.16666666666666666,0.1614338614702847,4
U0022,B0186,0.0,1.0,0.0,0.1,5
U0022,BOK_056,1.0,0.0,0.0,0.1,6
U0022,B0077,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0022,BOK_117,0.6913991892698939,0.0,0.0,0.06913991892698938,8
U0022,BOK_192,0.0,0.0,0.07407407407407406,0.05925925925925925,9
U0022,BOK_110,0.5234590172280809,0.0,0.0,0.05234590172280809,10
U0023,B0156,0.0,0.0,1.0,0.8,1
U0023,BOK_010,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0023,BOK_246,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0023,BOK_054,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0023,B0213,0.0,1.0,0.0,0.1,5
U0023,BOK_056,1.0,0.0,0.0,0.1,6
U0023,BOK_295,0.9022408649046263,0.0,0.0,0.09022408649046264,7
U0023,BOK_244,0.0,0.0,0.11111111111111112,0.0888888888888889,8
U0023,B0053,0.0,0.7823370722703393,0.0,0.07823370722703393,9
U0023,BOK_294,0.6595021930306861,0.0,0.0,0.06595021930306862,10
U0024,B0104,0.0,0.0,1.0,0.8,1
U0024,B0069,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0024,B0058,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0024,BOK_192,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0024,B0186,0.0,1.0,0.0,0.1,5
U0024,BOK_295,1.0,0.0,0.0,0.1,6
U0024,BOK_272,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0024,B0288,0.0,0.7536678632745435,0.0,0.07536678632745436,8
U0024,BOK_056,0.7381952039912044,0.0,0.0,0.07381952039912044,9
U0024,B0004,0.0,0.0,0.07407407407407406,0.05925925925925925,10
U0025,B0020,0.0,0.0,1.0,0.8,1
U0025,B0116,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0025,B0081,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0025,B0171,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0025,B0253,0.0,1.0,0.0,0.1,5
U0025,BOK_295,1.0,0.0,0.0,0.1,6
U0025,B0235,0.0,0.06911832412523025,0.11111111111111112,0.09580072130141193,7
U0025,BOK_117,0.888265021017684,0.0,0.0,0.0888265021017684,8
U0025,B0030,0.0,0.7501726519337015,0.0,0.07501726519337015,9
U0025,B0064,0.0,0.669141344383057,0.0,0.0669141344383057,10
U0026,B0067,0.0,0.0,1.0,0.8,1
U0026,BOK_186,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0026,B0081,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0026,B0096,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0026,B0147,0.0,1.0,0.0,0.1,5
U0026,BOK_056,1.0,0.0,0.0,0.1,6
U0026,B0128,0.0,0.0,0.11111111111111112,0.0888888888888889,7
U0026,B0169,0.0,0.6299584105127041,0.0,0.06299584105127042,8
U0026,B0227,0.0,0.0,0.07407407407407406,0.05925925925925925,9
U0026,BOK_110,0.5092126946026387,0.0,0.0,0.050921269460263874,10
U0027,B0058,0.0,0.0,1.0,0.8,1
U0027,B0109,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0027,B0104,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0027,B0166,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0027,B0186,0.0,1.0,0.0,0.1,5
U0027,BOK_117,1.0,0.0,0.0,0.1,6
U0027,B0145,0.0,0.8673324386200363,0.012345679012345666,0.09660978707188017,7
U0027,BOK_094,0.9158531747170744,0.0,0.0,0.09158531747170745,8
U0027,BOK_056,0.8895994404014965,0.0,0.0,0.08895994404014966,9
U0027,B0258,0.0,0.0,0.11111111111111112,0.0888888888888889,10
U0028,BOK_295,0.8774739935675179,0.0,1.0,0.8877473993567518,1
U0028,B0124,0.0,0.0,0.4444444444444445,0.3555555555555556,2
U0028,B0013,0.0,0.0,0.25925925925925924,0.2074074074074074,3
U0028,BOK_018,0.0,0.0,0.16666666666666666,0.13333333333333333,4
U0028,B0292,0.0,1.0,0.0,0.1,5
U0028,BOK_234,1.0,0.0,0.0,0.1,6
U0028,B0027,0.0,0.9891663506852283,0.0,0.09891663506852283,7
U0028,B0094,0.0,0.9891663506852283,0.0,0.09891663506852283,8
U0028,B0079,0.0,0.967878229781702,0.0,0.09678782297817021,9
U0028,B0266,0.0,0.967878229781702,0.0,0.09678782297817021,10
U0029,B0276,0.0,1.0,0.3552631578947369,0.6710526315789473,1
U0029,B0123,0.0,0.36076864699228195,1.0,0.41646118819536915,2
U0029,B0139,0.0,0.4233715652161461,0.16666666666666666,0.287356272463021,3
U0029,B0136,0.0,0.18203817460658392,0.4736842105263158,0.20395974686921353,4
U0029,B0247,0.0,0.0,1.0,0.2,5
U0029,BOK_295,1.0,0.0,0.0,0.2,6
U0029,B0094,0.0,0.3019745979924682,0.0,0.1811847587954809,7
